Freq.	V(feedb)/V(inv)
1.04111810762334e-001	(4.91455178732426e+001dB,9.42653033213890e+001°)
1.04231742939331e-001	(4.91355731300061e+001dB,9.42604133624346e+001°)
1.04351813272863e-001	(4.91256282577483e+001dB,9.42555289668014e+001°)
1.04472021922080e-001	(4.91156832628250e+001dB,9.42506501288766e+001°)
1.04592369046317e-001	(4.91057381352596e+001dB,9.42457768427326e+001°)
1.04712854805090e-001	(4.90957928850525e+001dB,9.42409091015340e+001°)
1.04833479358100e-001	(4.90858475130826e+001dB,9.42360468998046e+001°)
1.04954242865233e-001	(4.90759020148478e+001dB,9.42311902353796e+001°)
1.05075145486555e-001	(4.90659563983920e+001dB,9.42263390915531e+001°)
1.05196187382323e-001	(4.90560106464569e+001dB,9.42214934744016e+001°)
1.05317368712972e-001	(4.90460647762546e+001dB,9.42166533678212e+001°)
1.05438689639126e-001	(4.90361187831861e+001dB,9.42118187699959e+001°)
1.05560150321593e-001	(4.90261726589410e+001dB,9.42069896770267e+001°)
1.05681750921366e-001	(4.90162264244977e+001dB,9.42021660775111e+001°)
1.05803491599623e-001	(4.90062800532049e+001dB,9.41973479709356e+001°)
1.05925372517729e-001	(4.89963335660441e+001dB,9.41925353494786e+001°)
1.06047393837234e-001	(4.89863869527650e+001dB,9.41877282051943e+001°)
1.06169555719873e-001	(4.89764402215764e+001dB,9.41829265355332e+001°)
1.06291858327569e-001	(4.89664933676488e+001dB,9.41781303251286e+001°)
1.06414301822432e-001	(4.89565463936937e+001dB,9.41733395776892e+001°)
1.06536886366757e-001	(4.89465992931043e+001dB,9.41685542861070e+001°)
1.06659612123026e-001	(4.89366520721341e+001dB,9.41637744415169e+001°)
1.06782479253910e-001	(4.89267047426582e+001dB,9.41590000361054e+001°)
1.06905487922266e-001	(4.89167572887283e+001dB,9.41542310645953e+001°)
1.07028638291139e-001	(4.89068097018315e+001dB,9.41494675249052e+001°)
1.07151930523761e-001	(4.88968620012696e+001dB,9.41447094107334e+001°)
1.07275364783553e-001	(4.88869141858669e+001dB,9.41399567132251e+001°)
1.07398941234125e-001	(4.88769662432660e+001dB,9.41352094256645e+001°)
1.07522660039273e-001	(4.88670181872444e+001dB,9.41304675433728e+001°)
1.07646521362984e-001	(4.88570700166542e+001dB,9.41257310587165e+001°)
1.07770525369433e-001	(4.88471217227817e+001dB,9.41209999667297e+001°)
1.07894672222983e-001	(4.88371733007824e+001dB,9.41162742721070e+001°)
1.08018962088189e-001	(4.88272247735971e+001dB,9.41115539500080e+001°)
1.08143395129794e-001	(4.88172761232475e+001dB,9.41068390003551e+001°)
1.08267971512730e-001	(4.88073273560475e+001dB,9.41021294276587e+001°)
1.08392691402121e-001	(4.87973784743883e+001dB,9.40974252126495e+001°)
1.08517554963279e-001	(4.87874294714421e+001dB,9.40927263565923e+001°)
1.08642562361707e-001	(4.87774803591013e+001dB,9.40880328502600e+001°)
1.08767713763100e-001	(4.87675311172875e+001dB,9.40833446970776e+001°)
1.08893009333344e-001	(4.87575817652947e+001dB,9.40786618739931e+001°)
1.09018449238513e-001	(4.87476323057503e+001dB,9.40739843852388e+001°)
1.09144033644876e-001	(4.87376827203331e+001dB,9.40693122307364e+001°)
1.09269762718891e-001	(4.87277330189373e+001dB,9.40646453946657e+001°)
1.09395636627210e-001	(4.87177832173046e+001dB,9.40599838662308e+001°)
1.09521655536674e-001	(4.87078332857200e+001dB,9.40553276534762e+001°)
1.09647819614319e-001	(4.86978832474979e+001dB,9.40506767465746e+001°)
1.09774129027372e-001	(4.86879330878803e+001dB,9.40460311369143e+001°)
1.09900583943253e-001	(4.86779828168950e+001dB,9.40413908151978e+001°)
1.10027184529574e-001	(4.86680324351412e+001dB,9.40367557858865e+001°)
1.10153930954142e-001	(4.86580819372567e+001dB,9.40321260309081e+001°)
1.10280823384956e-001	(4.86481313314564e+001dB,9.40275015502101e+001°)
1.10407861990208e-001	(4.86381806067516e+001dB,9.40228823407367e+001°)
1.10535046938285e-001	(4.86282297712150e+001dB,9.40182683920400e+001°)
1.10662378397767e-001	(4.86182788196001e+001dB,9.40136597013551e+001°)
1.10789856537429e-001	(4.86083277523041e+001dB,9.40090562631652e+001°)
1.10917481526241e-001	(4.85983765831977e+001dB,9.40044580656568e+001°)
1.11045253533365e-001	(4.85884252954271e+001dB,9.39998651079339e+001°)
1.11173172728160e-001	(4.85784738990492e+001dB,9.39952773845151e+001°)
1.11301239280180e-001	(4.85685223944739e+001dB,9.39906948871320e+001°)
1.11429453359174e-001	(4.85585707743742e+001dB,9.39861176141348e+001°)
1.11557815135086e-001	(4.85486190448757e+001dB,9.39815455520082e+001°)
1.11686324778057e-001	(4.85386672083503e+001dB,9.39769787008422e+001°)
1.11814982458423e-001	(4.85287152574105e+001dB,9.39724170563212e+001°)
1.11943788346716e-001	(4.85187631981911e+001dB,9.39678606062251e+001°)
1.12072742613665e-001	(4.85088110272072e+001dB,9.39633093514479e+001°)
1.12201845430197e-001	(4.84988587486556e+001dB,9.39587632836643e+001°)
1.12331096967433e-001	(4.84889063627953e+001dB,9.39542223874096e+001°)
1.12460497396693e-001	(4.84789538603729e+001dB,9.39496866803923e+001°)
1.12590046889495e-001	(4.84690012531980e+001dB,9.39451561336210e+001°)
1.12719745617552e-001	(4.84590485377668e+001dB,9.39406307523566e+001°)
1.12849593752777e-001	(4.84490957163297e+001dB,9.39361105311004e+001°)
1.12979591467281e-001	(4.84391427871250e+001dB,9.39315954563665e+001°)
1.13109738933371e-001	(4.84291897465878e+001dB,9.39270855323661e+001°)
1.13240036323556e-001	(4.84192366027257e+001dB,9.39225807442050e+001°)
1.13370483810542e-001	(4.84092833499832e+001dB,9.39180810927779e+001°)
1.13501081567232e-001	(4.83993299865900e+001dB,9.39135865722742e+001°)
1.13631829766732e-001	(4.83893765225660e+001dB,9.39090971690364e+001°)
1.13762728582344e-001	(4.83794229483659e+001dB,9.39046128895216e+001°)
1.13893778187571e-001	(4.83694692621054e+001dB,9.39001337195227e+001°)
1.14024978756118e-001	(4.83595154798274e+001dB,9.38956596538017e+001°)
1.14156330461885e-001	(4.83495615938046e+001dB,9.38911906862965e+001°)
1.14287833478978e-001	(4.83396075904285e+001dB,9.38867268216460e+001°)
1.14419487981699e-001	(4.83296534875489e+001dB,9.38822680396243e+001°)
1.14551294144554e-001	(4.83196992814120e+001dB,9.38778143402545e+001°)
1.14683252142249e-001	(4.83097449702096e+001dB,9.38733657209628e+001°)
1.14815362149689e-001	(4.82997905460355e+001dB,9.38689221702850e+001°)
1.14947624341984e-001	(4.82898360269970e+001dB,9.38644836888801e+001°)
1.15080038894444e-001	(4.82798813991738e+001dB,9.38600502652906e+001°)
1.15212605982582e-001	(4.82699266727505e+001dB,9.38556218994671e+001°)
1.15345325782110e-001	(4.82599718377250e+001dB,9.38511985812516e+001°)
1.15478198468947e-001	(4.82500169021733e+001dB,9.38467803030859e+001°)
1.15611224219211e-001	(4.82400618602070e+001dB,9.38423670668294e+001°)
1.15744403209225e-001	(4.82301067198530e+001dB,9.38379588589859e+001°)
1.15877735615513e-001	(4.82201514792048e+001dB,9.38335556794715e+001°)
1.16011221614806e-001	(4.82101961221992e+001dB,9.38291575244044e+001°)
1.16144861384035e-001	(4.82002406749191e+001dB,9.38247643778038e+001°)
1.16278655100336e-001	(4.81902851234114e+001dB,9.38203762463039e+001°)
1.16412602941050e-001	(4.81803294675523e+001dB,9.38159931153237e+001°)
1.16546705083721e-001	(4.81703737134749e+001dB,9.38116149841185e+001°)
1.16680961706097e-001	(4.81604178570770e+001dB,9.38072418454970e+001°)
1.16815372986133e-001	(4.81504618983600e+001dB,9.38028736953887e+001°)
1.16949939101988e-001	(4.81405058412937e+001dB,9.37985105278659e+001°)
1.17084660232025e-001	(4.81305496817443e+001dB,9.37941523321090e+001°)
1.17219536554814e-001	(4.81205934217223e+001dB,9.37897991078953e+001°)
1.17354568249130e-001	(4.81106370590795e+001dB,9.37854508475032e+001°)
1.17489755493954e-001	(4.81006805998985e+001dB,9.37811075521330e+001°)
1.17625098468473e-001	(4.80907240480520e+001dB,9.37767692020075e+001°)
1.17760597352082e-001	(4.80807673831966e+001dB,9.37724358121973e+001°)
1.17896252324380e-001	(4.80708106233585e+001dB,9.37681073539855e+001°)
1.18032063565174e-001	(4.80608537685877e+001dB,9.37637838376237e+001°)
1.18168031254479e-001	(4.80508968145887e+001dB,9.37594652506725e+001°)
1.18304155572518e-001	(4.80409397530036e+001dB,9.37551515941492e+001°)
1.18440436699718e-001	(4.80309826020854e+001dB,9.37508428524041e+001°)
1.18576874816717e-001	(4.80210253514826e+001dB,9.37465390305528e+001°)
1.18713470104361e-001	(4.80110680070703e+001dB,9.37422401104692e+001°)
1.18850222743703e-001	(4.80011105584694e+001dB,9.37379461021765e+001°)
1.18987132916005e-001	(4.79911530136468e+001dB,9.37336569915552e+001°)
1.19124200802739e-001	(4.79811953641314e+001dB,9.37293727748615e+001°)
1.19261426585583e-001	(4.79712376323647e+001dB,9.37250934426161e+001°)
1.19398810446428e-001	(4.79612797933228e+001dB,9.37208189920322e+001°)
1.19536352567373e-001	(4.79513218571498e+001dB,9.37165494213316e+001°)
1.19674053130725e-001	(4.79413638359392e+001dB,9.37122847175534e+001°)
1.19811912319005e-001	(4.79314057149374e+001dB,9.37080248800123e+001°)
1.19949930314939e-001	(4.79214474938404e+001dB,9.37037699042901e+001°)
1.20088107301468e-001	(4.79114891744212e+001dB,9.36995197841408e+001°)
1.20226443461742e-001	(4.79015307605320e+001dB,9.36952745140583e+001°)
1.20364938979123e-001	(4.78915722622497e+001dB,9.36910340849374e+001°)
1.20503594037181e-001	(4.78816136521483e+001dB,9.36867984983815e+001°)
1.20642408819701e-001	(4.78716549548494e+001dB,9.36825677363100e+001°)
1.20781383510679e-001	(4.78616961701110e+001dB,9.36783418092716e+001°)
1.20920518294322e-001	(4.78517372870287e+001dB,9.36741206985902e+001°)
1.21059813355049e-001	(4.78417783031935e+001dB,9.36699044103717e+001°)
1.21199268877494e-001	(4.78318192286221e+001dB,9.36656929315315e+001°)
1.21338885046499e-001	(4.78218600629245e+001dB,9.36614862576399e+001°)
1.21478662047124e-001	(4.78119008014744e+001dB,9.36572843850886e+001°)
1.21618600064638e-001	(4.78019414396847e+001dB,9.36530873119156e+001°)
1.21758699284527e-001	(4.77919819938754e+001dB,9.36488950237412e+001°)
1.21898959892488e-001	(4.77820224678786e+001dB,9.36447075148835e+001°)
1.22039382074433e-001	(4.77720628295468e+001dB,9.36405247894216e+001°)
1.22179966016488e-001	(4.77621030974666e+001dB,9.36363468422605e+001°)
1.22320711904994e-001	(4.77521432858582e+001dB,9.36321736569383e+001°)
1.22461619926506e-001	(4.77421833752423e+001dB,9.36280052371772e+001°)
1.22602690267794e-001	(4.77322233756908e+001dB,9.36238415742085e+001°)
1.22743923115842e-001	(4.77222632739522e+001dB,9.36196826715554e+001°)
1.22885318657852e-001	(4.77123030885592e+001dB,9.36155285079796e+001°)
1.23026877081240e-001	(4.77023428190191e+001dB,9.36113790858913e+001°)
1.23168598573637e-001	(4.76923824583280e+001dB,9.36072343944918e+001°)
1.23310483322892e-001	(4.76824219953678e+001dB,9.36030944448609e+001°)
1.23452531517070e-001	(4.76724614443601e+001dB,9.35989592171558e+001°)
1.23594743344452e-001	(4.76625008154598e+001dB,9.35948287046417e+001°)
1.23737118993537e-001	(4.76525400781413e+001dB,9.35907029155827e+001°)
1.23879658653038e-001	(4.76425792617158e+001dB,9.35865818333459e+001°)
1.24022362511890e-001	(4.76326183526672e+001dB,9.35824654518627e+001°)
1.24165230759243e-001	(4.76226573525343e+001dB,9.35783537720311e+001°)
1.24308263584464e-001	(4.76126962671097e+001dB,9.35742467849409e+001°)
1.24451461177140e-001	(4.76027350957667e+001dB,9.35701444886876e+001°)
1.24594823727076e-001	(4.75927738247845e+001dB,9.35660468723912e+001°)
1.24738351424296e-001	(4.75828124708232e+001dB,9.35619539366521e+001°)
1.24882044459041e-001	(4.75728510266827e+001dB,9.35578656748655e+001°)
1.25025903021773e-001	(4.75628895002126e+001dB,9.35537820750093e+001°)
1.25169927303174e-001	(4.75529278713398e+001dB,9.35497031463021e+001°)
1.25314117494143e-001	(4.75429661652215e+001dB,9.35456288703554e+001°)
1.25458473785801e-001	(4.75330043789518e+001dB,9.35415592419928e+001°)
1.25602996369489e-001	(4.75230424944185e+001dB,9.35374942630471e+001°)
1.25747685436767e-001	(4.75130805216942e+001dB,9.35334339255368e+001°)
1.25892541179418e-001	(4.75031184600096e+001dB,9.35293782294250e+001°)
1.26037563789444e-001	(4.74931563303173e+001dB,9.35253271549602e+001°)
1.26182753459069e-001	(4.74831940860153e+001dB,9.35212807151524e+001°)
1.26328110380737e-001	(4.74732317742882e+001dB,9.35172388875185e+001°)
1.26473634747117e-001	(4.74632693680909e+001dB,9.35132016814354e+001°)
1.26619326751096e-001	(4.74533068774876e+001dB,9.35091690812103e+001°)
1.26765186585786e-001	(4.74433443060516e+001dB,9.35051410881628e+001°)
1.26911214444521e-001	(4.74333816418836e+001dB,9.35011176961887e+001°)
1.27057410520856e-001	(4.74234188950533e+001dB,9.34970988974610e+001°)
1.27203775008571e-001	(4.74134560647120e+001dB,9.34930846839691e+001°)
1.27350308101668e-001	(4.74034931477318e+001dB,9.34890750593908e+001°)
1.27497009994373e-001	(4.73935301387315e+001dB,9.34850700145982e+001°)
1.27643880881136e-001	(4.73835670544673e+001dB,9.34810695424154e+001°)
1.27790920956630e-001	(4.73736038829215e+001dB,9.34770736398319e+001°)
1.27938130415754e-001	(4.73636406341945e+001dB,9.34730822967040e+001°)
1.28085509453630e-001	(4.73536772918068e+001dB,9.34690955161755e+001°)
1.28233058265604e-001	(4.73437138658112e+001dB,9.34651132861053e+001°)
1.28380777047249e-001	(4.73337503619365e+001dB,9.34611356051855e+001°)
1.28528665994363e-001	(4.73237867657712e+001dB,9.34571624690263e+001°)
1.28676725302969e-001	(4.73138230918495e+001dB,9.34531938680354e+001°)
1.28824955169315e-001	(4.73038593324886e+001dB,9.34492298041626e+001°)
1.28973355789877e-001	(4.72938954955229e+001dB,9.34452702638885e+001°)
1.29121927361355e-001	(4.72839315687348e+001dB,9.34413152489308e+001°)
1.29270670080678e-001	(4.72739675622440e+001dB,9.34373647539148e+001°)
1.29419584145000e-001	(4.72640034636786e+001dB,9.34334187693374e+001°)
1.29568669751704e-001	(4.72540392943448e+001dB,9.34294772879887e+001°)
1.29717927098397e-001	(4.72440750464625e+001dB,9.34255403132004e+001°)
1.29867356382918e-001	(4.72341107121661e+001dB,9.34216078352763e+001°)
1.30016957803331e-001	(4.72241462857459e+001dB,9.34176798509351e+001°)
1.30166731557928e-001	(4.72141817953294e+001dB,9.34137563518742e+001°)
1.30316677845232e-001	(4.72042172127178e+001dB,9.34098373360968e+001°)
1.30466796863991e-001	(4.71942525547108e+001dB,9.34059227939993e+001°)
1.30617088813186e-001	(4.71842878089115e+001dB,9.34020127274264e+001°)
1.30767553892024e-001	(4.71743229762523e+001dB,9.33981071291005e+001°)
1.30918192299943e-001	(4.71643580804656e+001dB,9.33942059865271e+001°)
1.31069004236610e-001	(4.71543930999523e+001dB,9.33903093057970e+001°)
1.31219989901922e-001	(4.71444280311717e+001dB,9.33864170774169e+001°)
1.31371149496008e-001	(4.71344628841634e+001dB,9.33825292949014e+001°)
1.31522483219226e-001	(4.71244976645011e+001dB,9.33786459515906e+001°)
1.31673991272164e-001	(4.71145323572429e+001dB,9.33747670487211e+001°)
1.31825673855643e-001	(4.71045669724882e+001dB,9.33708925795820e+001°)
1.31977531170713e-001	(4.70946015065823e+001dB,9.33670225332936e+001°)
1.32129563418659e-001	(4.70846359719243e+001dB,9.33631569077382e+001°)
1.32281770800995e-001	(4.70746703466289e+001dB,9.33592957017782e+001°)
1.32434153519468e-001	(4.70647046407297e+001dB,9.33554389102684e+001°)
1.32586711776058e-001	(4.70547388642868e+001dB,9.33515865204332e+001°)
1.32739445772976e-001	(4.70447730160147e+001dB,9.33477385342445e+001°)
1.32892355712668e-001	(4.70348070760717e+001dB,9.33438949455450e+001°)
1.33045441797811e-001	(4.70248410637578e+001dB,9.33400557510218e+001°)
1.33198704231318e-001	(4.70148749660846e+001dB,9.33362209435775e+001°)
1.33352143216334e-001	(4.70049087977987e+001dB,9.33323905139276e+001°)
1.33505758956239e-001	(4.69949425551155e+001dB,9.33285644645643e+001°)
1.33659551654646e-001	(4.69849762342987e+001dB,9.33247427874387e+001°)
1.33813521515404e-001	(4.69750098245769e+001dB,9.33209254780137e+001°)
1.33967668742596e-001	(4.69650433499149e+001dB,9.33171125298287e+001°)
1.34121993540539e-001	(4.69550767902929e+001dB,9.33133039417353e+001°)
1.34276496113788e-001	(4.69451101580718e+001dB,9.33094997058267e+001°)
1.34431176667133e-001	(4.69351434517174e+001dB,9.33056998136874e+001°)
1.34586035405597e-001	(4.69251766697563e+001dB,9.33019042673636e+001°)
1.34741072534443e-001	(4.69152098082002e+001dB,9.32981130562805e+001°)
1.34896288259168e-001	(4.69052428748872e+001dB,9.32943261826404e+001°)
1.35051682785506e-001	(4.68952758634785e+001dB,9.32905436327345e+001°)
1.35207256319430e-001	(4.68853087700870e+001dB,9.32867654111264e+001°)
1.35363009067148e-001	(4.68753416070769e+001dB,9.32829915035801e+001°)
1.35518941235106e-001	(4.68653743728497e+001dB,9.32792219107429e+001°)
1.35675053029988e-001	(4.68554070563847e+001dB,9.32754566280398e+001°)
1.35831344658718e-001	(4.68454396654160e+001dB,9.32716956485532e+001°)
1.35987816328454e-001	(4.68354722052606e+001dB,9.32679389661761e+001°)
1.36144468246597e-001	(4.68255046625435e+001dB,9.32641865798735e+001°)
1.36301300620785e-001	(4.68155370519921e+001dB,9.32604384798351e+001°)
1.36458313658895e-001	(4.68055693672201e+001dB,9.32566946680440e+001°)
1.36615507569043e-001	(4.67956016041164e+001dB,9.32529551348184e+001°)
1.36772882559587e-001	(4.67856337680006e+001dB,9.32492198765797e+001°)
1.36930438839123e-001	(4.67756658595130e+001dB,9.32454888865739e+001°)
1.37088176616488e-001	(4.67656978792557e+001dB,9.32417621638280e+001°)
1.37246096100759e-001	(4.67557298206345e+001dB,9.32380396982192e+001°)
1.37404197501254e-001	(4.67457616937909e+001dB,9.32343214899693e+001°)
1.37562481027533e-001	(4.67357934945312e+001dB,9.32306075318231e+001°)
1.37720946889397e-001	(4.67258252162441e+001dB,9.32268978222262e+001°)
1.37879595296888e-001	(4.67158568666101e+001dB,9.32231923522654e+001°)
1.38038426460291e-001	(4.67058884485125e+001dB,9.32194911157003e+001°)
1.38197440590132e-001	(4.66959199529774e+001dB,9.32157941135993e+001°)
1.38356637897180e-001	(4.66859513972358e+001dB,9.32121013362287e+001°)
1.38516018592449e-001	(4.66759827554284e+001dB,9.32084127838068e+001°)
1.38675582887191e-001	(4.66660140495813e+001dB,9.32047284446638e+001°)
1.38835330992907e-001	(4.66560452634041e+001dB,9.32010483202470e+001°)
1.38995263121338e-001	(4.66460764141801e+001dB,9.31973724044772e+001°)
1.39155379484470e-001	(4.66361074854951e+001dB,9.31937006917158e+001°)
1.39315680294533e-001	(4.66261384994389e+001dB,9.31900331749548e+001°)
1.39476165764002e-001	(4.66161694275619e+001dB,9.31863698557968e+001°)
1.39636836105596e-001	(4.66062002919217e+001dB,9.31827107181332e+001°)
1.39797691532280e-001	(4.65962310857141e+001dB,9.31790557703593e+001°)
1.39958732257264e-001	(4.65862618069227e+001dB,9.31754049991016e+001°)
1.40119958494003e-001	(4.65762924583197e+001dB,9.31717584040869e+001°)
1.40281370456198e-001	(4.65663230427012e+001dB,9.31681159769844e+001°)
1.40442968357797e-001	(4.65563535506915e+001dB,9.31644777178131e+001°)
1.40604752412994e-001	(4.65463839899223e+001dB,9.31608436153021e+001°)
1.40766722836229e-001	(4.65364143680671e+001dB,9.31572136691322e+001°)
1.40928879842190e-001	(4.65264446634896e+001dB,9.31535878770087e+001°)
1.41091223645812e-001	(4.65164748984075e+001dB,9.31499662286346e+001°)
1.41253754462278e-001	(4.65065050584911e+001dB,9.31463487229106e+001°)
1.41416472507018e-001	(4.64965351513891e+001dB,9.31427353552169e+001°)
1.41579377995711e-001	(4.64865651797860e+001dB,9.31391261186030e+001°)
1.41742471144283e-001	(4.64765951292009e+001dB,9.31355210112283e+001°)
1.41905752168912e-001	(4.64666250220049e+001dB,9.31319200224268e+001°)
1.42069221286021e-001	(4.64566548437006e+001dB,9.31283231532393e+001°)
1.42232878712285e-001	(4.64466845920439e+001dB,9.31247304007084e+001°)
1.42396724664627e-001	(4.64367142721211e+001dB,9.31211417540673e+001°)
1.42560759360222e-001	(4.64267438866380e+001dB,9.31175572145265e+001°)
1.42724983016492e-001	(4.64167734333050e+001dB,9.31139767722977e+001°)
1.42889395851113e-001	(4.64068029073352e+001dB,9.31104004265298e+001°)
1.43053998082009e-001	(4.63968323212596e+001dB,9.31068281716327e+001°)
1.43218789927357e-001	(4.63868616628383e+001dB,9.31032599990706e+001°)
1.43383771605584e-001	(4.63768909421658e+001dB,9.30996959090940e+001°)
1.43548943335368e-001	(4.63669201444320e+001dB,9.30961359010514e+001°)
1.43714305335642e-001	(4.63569492921164e+001dB,9.30925799588662e+001°)
1.43879857825587e-001	(4.63469783679289e+001dB,9.30890280867083e+001°)
1.44045601024640e-001	(4.63370073719120e+001dB,9.30854802763154e+001°)
1.44211535152490e-001	(4.63270363141341e+001dB,9.30819365245328e+001°)
1.44377660429076e-001	(4.63170651921846e+001dB,9.30783968248605e+001°)
1.44543977074596e-001	(4.63070940060825e+001dB,9.30748611739490e+001°)
1.44710485309496e-001	(4.62971227433821e+001dB,9.30713295717783e+001°)
1.44877185354479e-001	(4.62871514240972e+001dB,9.30678020041500e+001°)
1.45044077430502e-001	(4.62771800332491e+001dB,9.30642784753940e+001°)
1.45211161758777e-001	(4.62672085758073e+001dB,9.30607589769955e+001°)
1.45378438560769e-001	(4.62572370593215e+001dB,9.30572435030981e+001°)
1.45545908058200e-001	(4.62472654762419e+001dB,9.30537320520567e+001°)
1.45713570473045e-001	(4.62372938239953e+001dB,9.30502246198604e+001°)
1.45881426027538e-001	(4.62273221050008e+001dB,9.30467211964875e+001°)
1.46049474944166e-001	(4.62173503319089e+001dB,9.30432217812988e+001°)
1.46217717445675e-001	(4.62073784843727e+001dB,9.30397263726237e+001°)
1.46386153755065e-001	(4.61974065774836e+001dB,9.30362349589013e+001°)
1.46554784095594e-001	(4.61874346010264e+001dB,9.30327475425783e+001°)
1.46723608690778e-001	(4.61774625599510e+001dB,9.30292641170623e+001°)
1.46892627764390e-001	(4.61674904591758e+001dB,9.30257846725420e+001°)
1.47061841540459e-001	(4.61575182910036e+001dB,9.30223092135131e+001°)
1.47231250243275e-001	(4.61475460653943e+001dB,9.30188377282455e+001°)
1.47400854097384e-001	(4.61375737694950e+001dB,9.30153702144715e+001°)
1.47570653327593e-001	(4.61276014133250e+001dB,9.30119066697587e+001°)
1.47740648158964e-001	(4.61176289941217e+001dB,9.30084470860459e+001°)
1.47910838816824e-001	(4.61076565091489e+001dB,9.30049914615082e+001°)
1.48081225526754e-001	(4.60976839607161e+001dB,9.30015397914266e+001°)
1.48251808514598e-001	(4.60877113537424e+001dB,9.29980920695966e+001°)
1.48422588006460e-001	(4.60777386828648e+001dB,9.29946482932853e+001°)
1.48593564228704e-001	(4.60677659452528e+001dB,9.29912084582698e+001°)
1.48764737407953e-001	(4.60577931457713e+001dB,9.29877725581229e+001°)
1.48936107771095e-001	(4.60478202867344e+001dB,9.29843405920106e+001°)
1.49107675545275e-001	(4.60378473600834e+001dB,9.29809125498272e+001°)
1.49279440957903e-001	(4.60278743758473e+001dB,9.29774884311251e+001°)
1.49451404236649e-001	(4.60179013311483e+001dB,9.29740682302546e+001°)
1.49623565609447e-001	(4.60079282230453e+001dB,9.29706519420169e+001°)
1.49795925304491e-001	(4.59979550564111e+001dB,9.29672395664884e+001°)
1.49968483550241e-001	(4.59879818230660e+001dB,9.29638310947597e+001°)
1.50141240575417e-001	(4.59780085278119e+001dB,9.29604265219530e+001°)
1.50314196609005e-001	(4.59680351755312e+001dB,9.29570258463404e+001°)
1.50487351880255e-001	(4.59580617553637e+001dB,9.29536290634081e+001°)
1.50660706618677e-001	(4.59480882825410e+001dB,9.29502361672135e+001°)
1.50834261054051e-001	(4.59381147357826e+001dB,9.29468471555581e+001°)
1.51008015416418e-001	(4.59281411538076e+001dB,9.29434620154602e+001°)
1.51181969936085e-001	(4.59181674865579e+001dB,9.29400807591655e+001°)
1.51356124843624e-001	(4.59081937727240e+001dB,9.29367033638566e+001°)
1.51530480369874e-001	(4.58982199883303e+001dB,9.29333298397791e+001°)
1.51705036745937e-001	(4.58882461485893e+001dB,9.29299601757277e+001°)
1.51879794203185e-001	(4.58782722503538e+001dB,9.29265943660794e+001°)
1.52054752973253e-001	(4.58682982905428e+001dB,9.29232324100101e+001°)
1.52229913288045e-001	(4.58583242738176e+001dB,9.29198743007195e+001°)
1.52405275379733e-001	(4.58483501917816e+001dB,9.29165200346760e+001°)
