Freq.	V(n018)/V(VI)
1.44211535152486e+003	(-3.86774959581734e+001dB,1.79121609655732e+002°)
1.44543977074592e+003	(-3.86369989263790e+001dB,1.79119610398795e+002°)
1.44877185354475e+003	(-3.85964995736463e+001dB,1.79117606049713e+002°)
1.45211161758773e+003	(-3.85559978889928e+001dB,1.79115596594839e+002°)
1.45545908058195e+003	(-3.85154938613798e+001dB,1.79113582020489e+002°)
1.45881426027534e+003	(-3.84749874797199e+001dB,1.79111562312915e+002°)
1.46217717445671e+003	(-3.84344787328682e+001dB,1.79109537458334e+002°)
1.46554784095590e+003	(-3.83939676096267e+001dB,1.79107507442903e+002°)
1.46892627764385e+003	(-3.83534540987437e+001dB,1.79105472252735e+002°)
1.47231250243271e+003	(-3.83129381889142e+001dB,1.79103431873893e+002°)
1.47570653327588e+003	(-3.82724198687749e+001dB,1.79101386292384e+002°)
1.47910838816819e+003	(-3.82318991269107e+001dB,1.79099335494170e+002°)
1.48251808514594e+003	(-3.81913759518493e+001dB,1.79097279465164e+002°)
1.48593564228699e+003	(-3.81508503320640e+001dB,1.79095218191221e+002°)
1.48936107771090e+003	(-3.81103222559715e+001dB,1.79093151658151e+002°)
1.49279440957898e+003	(-3.80697917119328e+001dB,1.79091079851703e+002°)
1.49623565609442e+003	(-3.80292586882512e+001dB,1.79089002757591e+002°)
1.49968483550236e+003	(-3.79887231731750e+001dB,1.79086920361461e+002°)
1.50314196609001e+003	(-3.79481851548940e+001dB,1.79084832648913e+002°)
1.50660706618673e+003	(-3.79076446215412e+001dB,1.79082739605498e+002°)
1.51008015416413e+003	(-3.78671015611922e+001dB,1.79080641216712e+002°)
1.51356124843619e+003	(-3.78265559618646e+001dB,1.79078537467990e+002°)
1.51705036745932e+003	(-3.77860078115164e+001dB,1.79076428344725e+002°)
1.52054752973248e+003	(-3.77454570980494e+001dB,1.79074313832251e+002°)
1.52405275379728e+003	(-3.77049038093053e+001dB,1.79072193915849e+002°)
1.52756605823806e+003	(-3.76643479330664e+001dB,1.79070068580746e+002°)
1.53108746168201e+003	(-3.76237894570568e+001dB,1.79067937812113e+002°)
1.53461698279928e+003	(-3.75832283689390e+001dB,1.79065801595069e+002°)
1.53815464030302e+003	(-3.75426646563171e+001dB,1.79063659914677e+002°)
1.54170045294954e+003	(-3.75020983067338e+001dB,1.79061512755948e+002°)
1.54525443953840e+003	(-3.74615293076728e+001dB,1.79059360103830e+002°)
1.54881661891247e+003	(-3.74209576465543e+001dB,1.79057201943221e+002°)
1.55238700995807e+003	(-3.73803833107384e+001dB,1.79055038258963e+002°)
1.55596563160506e+003	(-3.73398062875256e+001dB,1.79052869035838e+002°)
1.55955250282694e+003	(-3.72992265641510e+001dB,1.79050694258577e+002°)
1.56314764264094e+003	(-3.72586441277899e+001dB,1.79048513911850e+002°)
1.56675107010813e+003	(-3.72180589655537e+001dB,1.79046327980269e+002°)
1.57036280433354e+003	(-3.71774710644927e+001dB,1.79044136448394e+002°)
1.57398286446620e+003	(-3.71368804115917e+001dB,1.79041939300719e+002°)
1.57761126969933e+003	(-3.70962869937739e+001dB,1.79039736521692e+002°)
1.58124803927037e+003	(-3.70556907978983e+001dB,1.79037528095691e+002°)
1.58489319246110e+003	(-3.70150918107575e+001dB,1.79035314007039e+002°)
1.58854674859776e+003	(-3.69744900190833e+001dB,1.79033094240001e+002°)
1.59220872705115e+003	(-3.69338854095400e+001dB,1.79030868778784e+002°)
1.59587914723672e+003	(-3.68932779687286e+001dB,1.79028637607539e+002°)
1.59955802861465e+003	(-3.68526676831822e+001dB,1.79026400710344e+002°)
1.60324539069002e+003	(-3.68120545393703e+001dB,1.79024158071228e+002°)
1.60694125301286e+003	(-3.67714385236954e+001dB,1.79021909674168e+002°)
1.61064563517825e+003	(-3.67308196224928e+001dB,1.79019655503053e+002°)
1.61435855682647e+003	(-3.66901978220324e+001dB,1.79017395541736e+002°)
1.61808003764305e+003	(-3.66495731085156e+001dB,1.79015129774001e+002°)
1.62181009735891e+003	(-3.66089454680777e+001dB,1.79012858183564e+002°)
1.62554875575047e+003	(-3.65683148867840e+001dB,1.79010580754088e+002°)
1.62929603263970e+003	(-3.65276813506334e+001dB,1.79008297469171e+002°)
1.63305194789432e+003	(-3.64870448455548e+001dB,1.79006008312346e+002°)
1.63681652142779e+003	(-3.64464053574096e+001dB,1.79003713267086e+002°)
1.64058977319952e+003	(-3.64057628719894e+001dB,1.79001412316795e+002°)
1.64437172321491e+003	(-3.63651173750152e+001dB,1.78999105444823e+002°)
1.64816239152549e+003	(-3.63244688521386e+001dB,1.78996792634448e+002°)
1.65196179822900e+003	(-3.62838172889415e+001dB,1.78994473868886e+002°)
1.65576996346951e+003	(-3.62431626709332e+001dB,1.78992149131290e+002°)
1.65958690743754e+003	(-3.62025049835548e+001dB,1.78989818404746e+002°)
1.66341265037015e+003	(-3.61618442121732e+001dB,1.78987481672279e+002°)
1.66724721255104e+003	(-3.61211803420841e+001dB,1.78985138916840e+002°)
1.67109061431069e+003	(-3.60805133585116e+001dB,1.78982790121321e+002°)
1.67494287602642e+003	(-3.60398432466066e+001dB,1.78980435268550e+002°)
1.67880401812254e+003	(-3.59991699914483e+001dB,1.78978074341277e+002°)
1.68267406107045e+003	(-3.59584935780400e+001dB,1.78975707322195e+002°)
1.68655302538872e+003	(-3.59178139913131e+001dB,1.78973334193928e+002°)
1.69044093164324e+003	(-3.58771312161246e+001dB,1.78970954939028e+002°)
1.69433780044731e+003	(-3.58364452372570e+001dB,1.78968569539987e+002°)
1.69824365246172e+003	(-3.57957560394178e+001dB,1.78966177979219e+002°)
1.70215850839493e+003	(-3.57550636072385e+001dB,1.78963780239074e+002°)
1.70608238900310e+003	(-3.57143679252761e+001dB,1.78961376301834e+002°)
1.71001531509027e+003	(-3.56736689780106e+001dB,1.78958966149708e+002°)
1.71395730750840e+003	(-3.56329667498456e+001dB,1.78956549764840e+002°)
1.71790838715757e+003	(-3.55922612251084e+001dB,1.78954127129296e+002°)
1.72186857498598e+003	(-3.55515523880480e+001dB,1.78951698225079e+002°)
1.72583789199018e+003	(-3.55108402228370e+001dB,1.78949263034117e+002°)
1.72981635921508e+003	(-3.54701247135689e+001dB,1.78946821538266e+002°)
1.73380399775412e+003	(-3.54294058442588e+001dB,1.78944373719318e+002°)
1.73780082874935e+003	(-3.53886835988430e+001dB,1.78941919558977e+002°)
1.74180687339159e+003	(-3.53479579611791e+001dB,1.78939459038891e+002°)
1.74582215292048e+003	(-3.53072289150434e+001dB,1.78936992140623e+002°)
1.74984668862463e+003	(-3.52664964441330e+001dB,1.78934518845668e+002°)
1.75388050184174e+003	(-3.52257605320657e+001dB,1.78932039135452e+002°)
1.75792361395867e+003	(-3.51850211623753e+001dB,1.78929552991311e+002°)
1.76197604641161e+003	(-3.51442783185167e+001dB,1.78927060394525e+002°)
1.76603782068614e+003	(-3.51035319838610e+001dB,1.78924561326291e+002°)
1.77010895831740e+003	(-3.50627821416986e+001dB,1.78922055767724e+002°)
1.77418948089014e+003	(-3.50220287752367e+001dB,1.78919543699875e+002°)
1.77827941003890e+003	(-3.49812718675993e+001dB,1.78917025103710e+002°)
1.78237876744807e+003	(-3.49405114018257e+001dB,1.78914499960122e+002°)
1.78648757485203e+003	(-3.48997473608728e+001dB,1.78911968249929e+002°)
1.79060585403527e+003	(-3.48589797276115e+001dB,1.78909429953865e+002°)
1.79473362683250e+003	(-3.48182084848293e+001dB,1.78906885052588e+002°)
1.79887091512876e+003	(-3.47774336152272e+001dB,1.78904333526686e+002°)
1.80301774085954e+003	(-3.47366551014201e+001dB,1.78901775356660e+002°)
1.80717412601090e+003	(-3.46958729259378e+001dB,1.78899210522930e+002°)
1.81134009261958e+003	(-3.46550870712221e+001dB,1.78896639005840e+002°)
1.81551566277311e+003	(-3.46142975196286e+001dB,1.78894060785656e+002°)
1.81970085860996e+003	(-3.45735042534241e+001dB,1.78891475842559e+002°)
1.82389570231961e+003	(-3.45327072547884e+001dB,1.78888884156653e+002°)
1.82810021614272e+003	(-3.44919065058121e+001dB,1.78886285707956e+002°)
1.83231442237119e+003	(-3.44511019884965e+001dB,1.78883680476408e+002°)
1.83653834334832e+003	(-3.44102936847537e+001dB,1.78881068441864e+002°)
1.84077200146893e+003	(-3.43694815764051e+001dB,1.78878449584097e+002°)
1.84501541917945e+003	(-3.43286656451834e+001dB,1.78875823882797e+002°)
1.84926861897805e+003	(-3.42878458727277e+001dB,1.78873191317570e+002°)
1.85353162341478e+003	(-3.42470222405876e+001dB,1.78870551867938e+002°)
1.85780445509167e+003	(-3.42061947302194e+001dB,1.78867905513338e+002°)
1.86208713666284e+003	(-3.41653633229887e+001dB,1.78865252233118e+002°)
1.86637969083464e+003	(-3.41245280001658e+001dB,1.78862592006549e+002°)
1.87068214036577e+003	(-3.40836887429297e+001dB,1.78859924812808e+002°)
1.87499450806739e+003	(-3.40428455323639e+001dB,1.78857250630989e+002°)
1.87931681680324e+003	(-3.40019983494579e+001dB,1.78854569440096e+002°)
1.88364908948977e+003	(-3.39611471751070e+001dB,1.78851881219048e+002°)
1.88799134909627e+003	(-3.39202919901099e+001dB,1.78849185946675e+002°)
1.89234361864495e+003	(-3.38794327751696e+001dB,1.78846483601718e+002°)
1.89670592121112e+003	(-3.38385695108935e+001dB,1.78843774162827e+002°)
1.90107827992327e+003	(-3.37977021777907e+001dB,1.78841057608566e+002°)
1.90546071796322e+003	(-3.37568307562735e+001dB,1.78838333917409e+002°)
1.90985325856621e+003	(-3.37159552266562e+001dB,1.78835603067732e+002°)
1.91425592502106e+003	(-3.36750755691538e+001dB,1.78832865037828e+002°)
1.91866874067026e+003	(-3.36341917638830e+001dB,1.78830119805893e+002°)
1.92309172891013e+003	(-3.35933037908604e+001dB,1.78827367350034e+002°)
1.92752491319091e+003	(-3.35524116300027e+001dB,1.78824607648262e+002°)
1.93196831701689e+003	(-3.35115152611255e+001dB,1.78821840678500e+002°)
1.93642196394658e+003	(-3.34706146639436e+001dB,1.78819066418569e+002°)
1.94088587759275e+003	(-3.34297098180691e+001dB,1.78816284846200e+002°)
1.94536008162263e+003	(-3.33888007030130e+001dB,1.78813495939031e+002°)
1.94984459975802e+003	(-3.33478872981824e+001dB,1.78810699674600e+002°)
1.95433945577536e+003	(-3.33069695828811e+001dB,1.78807896030351e+002°)
1.95884467350596e+003	(-3.32660475363090e+001dB,1.78805084983633e+002°)
1.96336027683602e+003	(-3.32251211375617e+001dB,1.78802266511691e+002°)
1.96788628970681e+003	(-3.31841903656291e+001dB,1.78799440591682e+002°)
1.97242273611482e+003	(-3.31432551993955e+001dB,1.78796607200655e+002°)
1.97696964011183e+003	(-3.31023156176394e+001dB,1.78793766315567e+002°)
1.98152702580507e+003	(-3.30613715990311e+001dB,1.78790917913271e+002°)
1.98609491735734e+003	(-3.30204231221353e+001dB,1.78788061970521e+002°)
1.99067333898715e+003	(-3.29794701654070e+001dB,1.78785198463972e+002°)
1.99526231496885e+003	(-3.29385127071938e+001dB,1.78782327370174e+002°)
1.99986186963271e+003	(-3.28975507257325e+001dB,1.78779448665578e+002°)
2.00447202736513e+003	(-3.28565841991522e+001dB,1.78776562326528e+002°)
2.00909281260870e+003	(-3.28156131054699e+001dB,1.78773668329274e+002°)
2.01372424986236e+003	(-3.27746374225918e+001dB,1.78770766649954e+002°)
2.01836636368153e+003	(-3.27336571283133e+001dB,1.78767857264600e+002°)
2.02301917867824e+003	(-3.26926722003169e+001dB,1.78764940149145e+002°)
2.02768271952125e+003	(-3.26516826161721e+001dB,1.78762015279415e+002°)
2.03235701093619e+003	(-3.26106883533355e+001dB,1.78759082631125e+002°)
2.03704207770568e+003	(-3.25696893891491e+001dB,1.78756142179890e+002°)
2.04173794466950e+003	(-3.25286857008405e+001dB,1.78753193901210e+002°)
2.04644463672464e+003	(-3.24876772655217e+001dB,1.78750237770483e+002°)
2.05116217882553e+003	(-3.24466640601894e+001dB,1.78747273762992e+002°)
2.05589059598411e+003	(-3.24056460617225e+001dB,1.78744301853917e+002°)
2.06062991326997e+003	(-3.23646232468835e+001dB,1.78741322018323e+002°)
2.06538015581049e+003	(-3.23235955923166e+001dB,1.78738334231164e+002°)
2.07014134879101e+003	(-3.22825630745481e+001dB,1.78735338467283e+002°)
2.07491351745487e+003	(-3.22415256699843e+001dB,1.78732334701414e+002°)
2.07969668710366e+003	(-3.22004833549119e+001dB,1.78729322908172e+002°)
2.08449088309725e+003	(-3.21594361054972e+001dB,1.78726303062064e+002°)
2.08929613085400e+003	(-3.21183838977855e+001dB,1.78723275137478e+002°)
2.09411245585086e+003	(-3.20773267077000e+001dB,1.78720239108690e+002°)
2.09893988362349e+003	(-3.20362645110413e+001dB,1.78717194949857e+002°)
2.10377843976644e+003	(-3.19951972834867e+001dB,1.78714142635026e+002°)
2.10862814993325e+003	(-3.19541250005901e+001dB,1.78711082138117e+002°)
2.11348903983661e+003	(-3.19130476377804e+001dB,1.78708013432940e+002°)
2.11836113524846e+003	(-3.18719651703612e+001dB,1.78704936493180e+002°)
2.12324446200018e+003	(-3.18308775735107e+001dB,1.78701851292412e+002°)
2.12813904598267e+003	(-3.17897848222797e+001dB,1.78698757804077e+002°)
2.13304491314654e+003	(-3.17486868915924e+001dB,1.78695656001512e+002°)
2.13796208950219e+003	(-3.17075837562443e+001dB,1.78692545857913e+002°)
2.14289060112002e+003	(-3.16664753909022e+001dB,1.78689427346371e+002°)
2.14783047413050e+003	(-3.16253617701042e+001dB,1.78686300439844e+002°)
2.15278173472433e+003	(-3.15842428682570e+001dB,1.78683165111167e+002°)
2.15774440915263e+003	(-3.15431186596368e+001dB,1.78680021333052e+002°)
2.16271852372698e+003	(-3.15019891183888e+001dB,1.78676869078087e+002°)
2.16770410481966e+003	(-3.14608542185247e+001dB,1.78673708318729e+002°)
2.17270117886370e+003	(-3.14197139339243e+001dB,1.78670539027312e+002°)
2.17770977235312e+003	(-3.13785682383321e+001dB,1.78667361176040e+002°)
2.18272991184296e+003	(-3.13374171053593e+001dB,1.78664174736989e+002°)
2.18776162394951e+003	(-3.12962605084806e+001dB,1.78660979682106e+002°)
2.19280493535041e+003	(-3.12550984210351e+001dB,1.78657775983204e+002°)
2.19785987278478e+003	(-3.12139308162251e+001dB,1.78654563611969e+002°)
2.20292646305342e+003	(-3.11727576671153e+001dB,1.78651342539955e+002°)
2.20800473301886e+003	(-3.11315789466313e+001dB,1.78648112738580e+002°)
2.21309470960560e+003	(-3.10903946275596e+001dB,1.78644874179128e+002°)
2.21819641980018e+003	(-3.10492046825473e+001dB,1.78641626832756e+002°)
2.22330989065136e+003	(-3.10080090841004e+001dB,1.78638370670474e+002°)
2.22843514927026e+003	(-3.09668078045832e+001dB,1.78635105663163e+002°)
2.23357222283049e+003	(-3.09256008162174e+001dB,1.78631831781567e+002°)
2.23872113856830e+003	(-3.08843880910819e+001dB,1.78628548996288e+002°)
2.24388192378272e+003	(-3.08431696011115e+001dB,1.78625257277793e+002°)
2.24905460583574e+003	(-3.08019453180958e+001dB,1.78621956596406e+002°)
2.25423921215239e+003	(-3.07607152136792e+001dB,1.78618646922311e+002°)
2.25943577022093e+003	(-3.07194792593597e+001dB,1.78615328225552e+002°)
2.26464430759302e+003	(-3.06782374264875e+001dB,1.78612000476030e+002°)
2.26986485188378e+003	(-3.06369896862650e+001dB,1.78608663643500e+002°)
2.27509743077203e+003	(-3.05957360097457e+001dB,1.78605317697574e+002°)
