Freq.	V(n012)/V(VI)
1.18576874816716e+003	(-8.51692075597531e+001dB,-2.21312324104551e+000°)
1.18850222743701e+003	(-8.50885811359492e+001dB,-2.21811112199279e+000°)
1.19124200802737e+003	(-8.50079518035546e+001dB,-2.22311144147342e+000°)
1.19398810446427e+003	(-8.49273195489258e+001dB,-2.22812423075744e+000°)
1.19674053130724e+003	(-8.48466843583442e+001dB,-2.23314952123798e+000°)
1.19949930314937e+003	(-8.47660462180282e+001dB,-2.23818734440224e+000°)
1.20226443461741e+003	(-8.46854051141375e+001dB,-2.24323773183219e+000°)
1.20503594037179e+003	(-8.46047610327597e+001dB,-2.24830071522178e+000°)
1.20781383510678e+003	(-8.45241139599175e+001dB,-2.25337632634317e+000°)
1.21059813355048e+003	(-8.44434638815656e+001dB,-2.25846459710379e+000°)
1.21338885046497e+003	(-8.43628107835978e+001dB,-2.26356555949644e+000°)
1.21618600064636e+003	(-8.42821546518339e+001dB,-2.26867924561496e+000°)
1.21898959892486e+003	(-8.42014954720301e+001dB,-2.27380568765763e+000°)
1.22179966016487e+003	(-8.41208332298768e+001dB,-2.27894491792772e+000°)
1.22461619926504e+003	(-8.40401679109894e+001dB,-2.28409696883556e+000°)
1.22743923115840e+003	(-8.39594995009215e+001dB,-2.28926187289865e+000°)
1.23026877081238e+003	(-8.38788279851565e+001dB,-2.29443966272728e+000°)
1.23310483322890e+003	(-8.37981533491065e+001dB,-2.29963037105311e+000°)
1.23594743344450e+003	(-8.37174755781156e+001dB,-2.30483403069811e+000°)
1.23879658653036e+003	(-8.36367946574598e+001dB,-2.31005067460607e+000°)
1.24165230759241e+003	(-8.35561105723412e+001dB,-2.31528033581538e+000°)
1.24451461177138e+003	(-8.34754233078955e+001dB,-2.32052304746849e+000°)
1.24738351424294e+003	(-8.33947328491851e+001dB,-2.32577884284499e+000°)
1.25025903021771e+003	(-8.33140391812023e+001dB,-2.33104775529131e+000°)
1.25314117494141e+003	(-8.32333422888672e+001dB,-2.33632981829579e+000°)
1.25602996369487e+003	(-8.31526421570292e+001dB,-2.34162506543850e+000°)
1.25892541179416e+003	(-8.30719387704642e+001dB,-2.34693353041526e+000°)
1.26182753459066e+003	(-8.29912321138748e+001dB,-2.35225524702364e+000°)
1.26473634747115e+003	(-8.29105221718948e+001dB,-2.35759024918258e+000°)
1.26765186585784e+003	(-8.28298089290807e+001dB,-2.36293857092158e+000°)
1.27057410520854e+003	(-8.27490923699156e+001dB,-2.36830024637601e+000°)
1.27350308101666e+003	(-8.26683724788128e+001dB,-2.37367530979319e+000°)
1.27643880881134e+003	(-8.25876492401055e+001dB,-2.37906379553841e+000°)
1.27938130415752e+003	(-8.25069226380556e+001dB,-2.38446573809049e+000°)
1.28233058265601e+003	(-8.24261926568484e+001dB,-2.38988117202773e+000°)
1.28528665994361e+003	(-8.23454592805969e+001dB,-2.39531013206148e+000°)
1.28824955169313e+003	(-8.22647224933334e+001dB,-2.40075265300330e+000°)
1.29121927361353e+003	(-8.21839822790192e+001dB,-2.40620876979014e+000°)
1.29419584144998e+003	(-8.21032386215330e+001dB,-2.41167851746675e+000°)
1.29717927098395e+003	(-8.20224915046835e+001dB,-2.41716193119964e+000°)
1.30016957803328e+003	(-8.19417409121959e+001dB,-2.42265904626342e+000°)
1.30316677845229e+003	(-8.18609868277199e+001dB,-2.42816989805695e+000°)
1.30617088813183e+003	(-8.17802292348306e+001dB,-2.43369452209893e+000°)
1.30918192299940e+003	(-8.16994681170178e+001dB,-2.43923295401859e+000°)
1.31219989901920e+003	(-8.16187034576996e+001dB,-2.44478522956002e+000°)
1.31522483219223e+003	(-8.15379352402092e+001dB,-2.45035138460180e+000°)
1.31825673855640e+003	(-8.14571634478034e+001dB,-2.45593145513674e+000°)
1.32129563418657e+003	(-8.13763880636571e+001dB,-2.46152547726440e+000°)
1.32434153519466e+003	(-8.12956090708648e+001dB,-2.46713348721728e+000°)
1.32739445772973e+003	(-8.12148264524419e+001dB,-2.47275552135353e+000°)
1.33045441797808e+003	(-8.11340401913220e+001dB,-2.47839161613652e+000°)
1.33352143216332e+003	(-8.10532502703564e+001dB,-2.48404180817175e+000°)
1.33659551654643e+003	(-8.09724566723139e+001dB,-2.48970613417243e+000°)
1.33967668742593e+003	(-8.08916593798816e+001dB,-2.49538463097569e+000°)
1.34276496113786e+003	(-8.08108583756635e+001dB,-2.50107733554919e+000°)
1.34586035405594e+003	(-8.07300536421812e+001dB,-2.50678428498748e+000°)
1.34896288259165e+003	(-8.06492451618708e+001dB,-2.51250551649784e+000°)
1.35207256319427e+003	(-8.05684329170851e+001dB,-2.51824106742381e+000°)
1.35518941235103e+003	(-8.04876168900953e+001dB,-2.52399097523002e+000°)
1.35831344658715e+003	(-8.04067970630801e+001dB,-2.52975527751391e+000°)
1.36144468246594e+003	(-8.03259734181411e+001dB,-2.53553401198991e+000°)
1.36458313658892e+003	(-8.02451459372906e+001dB,-2.54132721650693e+000°)
1.36772882559584e+003	(-8.01643146024556e+001dB,-2.54713492903975e+000°)
1.37088176616484e+003	(-8.00834793954722e+001dB,-2.55295718769338e+000°)
1.37404197501251e+003	(-8.00026402980946e+001dB,-2.55879403071187e+000°)
1.37720946889394e+003	(-7.99217972919890e+001dB,-2.56464549644696e+000°)
1.38038426460288e+003	(-7.98409503587299e+001dB,-2.57051162339469e+000°)
1.38356637897177e+003	(-7.97600994798082e+001dB,-2.57639245019068e+000°)
1.38675582887188e+003	(-7.96792446366204e+001dB,-2.58228801558681e+000°)
1.38995263121334e+003	(-7.95983858104812e+001dB,-2.58819835847521e+000°)
1.39315680294529e+003	(-7.95175229826074e+001dB,-2.59412351788120e+000°)
1.39636836105593e+003	(-7.94366561341324e+001dB,-2.60006353296125e+000°)
1.39958732257261e+003	(-7.93557852460938e+001dB,-2.60601844300813e+000°)
1.40281370456195e+003	(-7.92749102994413e+001dB,-2.61198828744823e+000°)
1.40604752412990e+003	(-7.91940312750323e+001dB,-2.61797310584449e+000°)
1.40928879842186e+003	(-7.91131481536331e+001dB,-2.62397293789555e+000°)
1.41253754462274e+003	(-7.90322609159153e+001dB,-2.62998782343530e+000°)
1.41579377995707e+003	(-7.89513695424592e+001dB,-2.63601780243851e+000°)
1.41905752168908e+003	(-7.88704740137522e+001dB,-2.64206291501366e+000°)
1.42232878712281e+003	(-7.87895743101853e+001dB,-2.64812320141620e+000°)
1.42560759360218e+003	(-7.87086704120579e+001dB,-2.65419870202798e+000°)
1.42889395851109e+003	(-7.86277622995744e+001dB,-2.66028945738397e+000°)
1.43218789927353e+003	(-7.85468499528406e+001dB,-2.66639550814443e+000°)
1.43548943335364e+003	(-7.84659333518727e+001dB,-2.67251689513281e+000°)
1.43879857825583e+003	(-7.83850124765855e+001dB,-2.67865365929239e+000°)
1.44211535152486e+003	(-7.83040873067978e+001dB,-2.68480584172254e+000°)
1.44543977074592e+003	(-7.82231578222346e+001dB,-2.69097348366232e+000°)
1.44877185354475e+003	(-7.81422240025177e+001dB,-2.69715662649119e+000°)
1.45211161758773e+003	(-7.80612858271756e+001dB,-2.70335531174093e+000°)
1.45545908058195e+003	(-7.79803432756367e+001dB,-2.70956958108221e+000°)
1.45881426027534e+003	(-7.78993963272296e+001dB,-2.71579947633295e+000°)
1.46217717445671e+003	(-7.78184449611832e+001dB,-2.72204503945890e+000°)
1.46554784095590e+003	(-7.77374891566262e+001dB,-2.72830631257168e+000°)
1.46892627764385e+003	(-7.76565288925893e+001dB,-2.73458333793620e+000°)
1.47231250243271e+003	(-7.75755641479971e+001dB,-2.74087615795380e+000°)
1.47570653327588e+003	(-7.74945949016773e+001dB,-2.74718481519230e+000°)
1.47910838816819e+003	(-7.74136211323523e+001dB,-2.75350935235611e+000°)
1.48251808514594e+003	(-7.73326428186420e+001dB,-2.75984981230395e+000°)
1.48593564228699e+003	(-7.72516599390663e+001dB,-2.76620623805078e+000°)
1.48936107771090e+003	(-7.71706724720371e+001dB,-2.77257867275610e+000°)
1.49279440957898e+003	(-7.70896803958660e+001dB,-2.77896715974879e+000°)
1.49623565609442e+003	(-7.70086836887559e+001dB,-2.78537174248731e+000°)
1.49968483550236e+003	(-7.69276823288064e+001dB,-2.79179246460009e+000°)
1.50314196609001e+003	(-7.68466762940127e+001dB,-2.79822936987338e+000°)
1.50660706618673e+003	(-7.67656655622609e+001dB,-2.80468250223678e+000°)
1.51008015416413e+003	(-7.66846501113307e+001dB,-2.81115190578364e+000°)
1.51356124843619e+003	(-7.66036299188975e+001dB,-2.81763762477289e+000°)
1.51705036745932e+003	(-7.65226049625231e+001dB,-2.82413970360548e+000°)
1.52054752973248e+003	(-7.64415752196652e+001dB,-2.83065818685598e+000°)
1.52405275379728e+003	(-7.63605406676720e+001dB,-2.83719311925040e+000°)
1.52756605823806e+003	(-7.62795012837802e+001dB,-2.84374454567556e+000°)
1.53108746168201e+003	(-7.61984570451183e+001dB,-2.85031251118742e+000°)
1.53461698279928e+003	(-7.61174079287016e+001dB,-2.85689706099467e+000°)
1.53815464030302e+003	(-7.60363539114350e+001dB,-2.86349824047331e+000°)
1.54170045294954e+003	(-7.59552949701132e+001dB,-2.87011609515949e+000°)
1.54525443953840e+003	(-7.58742310814172e+001dB,-2.87675067076207e+000°)
1.54881661891247e+003	(-7.57931622219154e+001dB,-2.88340201315092e+000°)
1.55238700995807e+003	(-7.57120883680607e+001dB,-2.89007016835864e+000°)
1.55596563160506e+003	(-7.56310094961949e+001dB,-2.89675518258867e+000°)
1.55955250282694e+003	(-7.55499255825424e+001dB,-2.90345710220886e+000°)
1.56314764264094e+003	(-7.54688366032136e+001dB,-2.91017597376275e+000°)
1.56675107010813e+003	(-7.53877425342021e+001dB,-2.91691184395617e+000°)
1.57036280433354e+003	(-7.53066433513884e+001dB,-2.92366475967115e+000°)
1.57398286446620e+003	(-7.52255390305288e+001dB,-2.93043476795289e+000°)
1.57761126969933e+003	(-7.51444295472702e+001dB,-2.93722191602490e+000°)
1.58124803927037e+003	(-7.50633148771349e+001dB,-2.94402625128331e+000°)
1.58489319246110e+003	(-7.49821949955281e+001dB,-2.95084782129794e+000°)
1.58854674859776e+003	(-7.49010698777380e+001dB,-2.95768667381227e+000°)
1.59220872705115e+003	(-7.48199394989294e+001dB,-2.96454285674396e+000°)
1.59587914723672e+003	(-7.47388038341481e+001dB,-2.97141641818432e+000°)
1.59955802861465e+003	(-7.46576628583174e+001dB,-2.97830740641449e+000°)
1.60324539069002e+003	(-7.45765165462400e+001dB,-2.98521586988277e+000°)
1.60694125301286e+003	(-7.44953648725957e+001dB,-2.99214185720750e+000°)
1.61064563517825e+003	(-7.44142078119393e+001dB,-2.99908541721509e+000°)
1.61435855682647e+003	(-7.43330453387036e+001dB,-3.00604659888670e+000°)
1.61808003764305e+003	(-7.42518774271981e+001dB,-3.01302545139608e+000°)
1.62181009735891e+003	(-7.41707040516039e+001dB,-3.02002202409945e+000°)
1.62554875575047e+003	(-7.40895251859793e+001dB,-3.02703636653700e+000°)
1.62929603263970e+003	(-7.40083408042534e+001dB,-3.03406852842760e+000°)
1.63305194789432e+003	(-7.39271508802302e+001dB,-3.04111855968252e+000°)
1.63681652142779e+003	(-7.38459553875854e+001dB,-3.04818651039502e+000°)
1.64058977319952e+003	(-7.37647542998672e+001dB,-3.05527243085252e+000°)
1.64437172321491e+003	(-7.36835475904947e+001dB,-3.06237637152060e+000°)
1.64816239152549e+003	(-7.36023352327547e+001dB,-3.06949838306049e+000°)
1.65196179822900e+003	(-7.35211171998074e+001dB,-3.07663851632366e+000°)
1.65576996346951e+003	(-7.34398934646789e+001dB,-3.08379682235249e+000°)
1.65958690743754e+003	(-7.33586640002666e+001dB,-3.09097335238097e+000°)
1.66341265037015e+003	(-7.32774287793317e+001dB,-3.09816815783154e+000°)
1.66724721255104e+003	(-7.31961877745065e+001dB,-3.10538129033089e+000°)
1.67109061431069e+003	(-7.31149409582879e+001dB,-3.11261280169543e+000°)
1.67494287602642e+003	(-7.30336883030355e+001dB,-3.11986274393347e+000°)
1.67880401812254e+003	(-7.29524297809794e+001dB,-3.12713116925997e+000°)
1.68267406107045e+003	(-7.28711653642091e+001dB,-3.13441813008304e+000°)
1.68655302538872e+003	(-7.27898950246800e+001dB,-3.14172367900812e+000°)
1.69044093164324e+003	(-7.27086187342090e+001dB,-3.14904786884450e+000°)
1.69433780044731e+003	(-7.26273364644772e+001dB,-3.15639075260004e+000°)
1.69824365246172e+003	(-7.25460481870246e+001dB,-3.16375238348709e+000°)
1.70215850839493e+003	(-7.24647538732529e+001dB,-3.17113281492298e+000°)
1.70608238900310e+003	(-7.23834534944235e+001dB,-3.17853210052629e+000°)
1.71001531509027e+003	(-7.23021470216587e+001dB,-3.18595029412271e+000°)
1.71395730750840e+003	(-7.22208344259359e+001dB,-3.19338744974153e+000°)
1.71790838715757e+003	(-7.21395156780932e+001dB,-3.20084362162848e+000°)
1.72186857498598e+003	(-7.20581907488237e+001dB,-3.20831886422985e+000°)
1.72583789199018e+003	(-7.19768596086800e+001dB,-3.21581323220429e+000°)
1.72981635921508e+003	(-7.18955222280666e+001dB,-3.22332678042445e+000°)
1.73380399775412e+003	(-7.18141785772425e+001dB,-3.23085956396456e+000°)
1.73780082874935e+003	(-7.17328286263253e+001dB,-3.23841163813174e+000°)
1.74180687339159e+003	(-7.16514723452810e+001dB,-3.24598305842888e+000°)
1.74582215292048e+003	(-7.15701097039304e+001dB,-3.25357388058345e+000°)
1.74984668862463e+003	(-7.14887406719457e+001dB,-3.26118416054190e+000°)
1.75388050184174e+003	(-7.14073652188513e+001dB,-3.26881395445624e+000°)
1.75792361395867e+003	(-7.13259833140180e+001dB,-3.27646331871644e+000°)
1.76197604641161e+003	(-7.12445949266712e+001dB,-3.28413230991667e+000°)
1.76603782068614e+003	(-7.11632000258797e+001dB,-3.29182098487584e+000°)
1.77010895831740e+003	(-7.10817985805642e+001dB,-3.29952940064520e+000°)
1.77418948089014e+003	(-7.10003905594909e+001dB,-3.30725761448587e+000°)
1.77827941003890e+003	(-7.09189759312730e+001dB,-3.31500568389634e+000°)
1.78237876744807e+003	(-7.08375546643665e+001dB,-3.32277366659260e+000°)
1.78648757485203e+003	(-7.07561267270757e+001dB,-3.33056162052135e+000°)
1.79060585403527e+003	(-7.06746920875454e+001dB,-3.33836960386110e+000°)
1.79473362683250e+003	(-7.05932507137664e+001dB,-3.34619767501671e+000°)
1.79887091512876e+003	(-7.05118025735706e+001dB,-3.35404589262221e+000°)
1.80301774085954e+003	(-7.04303476346292e+001dB,-3.36191431554676e+000°)
1.80717412601090e+003	(-7.03488858644574e+001dB,-3.36980300289580e+000°)
1.81134009261958e+003	(-7.02674172304073e+001dB,-3.37771201400849e+000°)
1.81551566277311e+003	(-7.01859416996714e+001dB,-3.38564140845564e+000°)
1.81970085860996e+003	(-7.01044592392791e+001dB,-3.39359124604924e+000°)
1.82389570231961e+003	(-7.00229698160986e+001dB,-3.40156158683966e+000°)
1.82810021614272e+003	(-6.99414733968329e+001dB,-3.40955249112155e+000°)
1.83231442237119e+003	(-6.98599699480217e+001dB,-3.41756401942307e+000°)
1.83653834334832e+003	(-6.97784594360369e+001dB,-3.42559623252164e+000°)
1.84077200146893e+003	(-6.96969418270875e+001dB,-3.43364919143908e+000°)
1.84501541917945e+003	(-6.96154170872134e+001dB,-3.44172295743500e+000°)
1.84926861897805e+003	(-6.95338851822862e+001dB,-3.44981759202519e+000°)
1.85353162341478e+003	(-6.94523460780080e+001dB,-3.45793315696723e+000°)
1.85780445509167e+003	(-6.93707997399149e+001dB,-3.46606971427468e+000°)
1.86208713666284e+003	(-6.92892461333675e+001dB,-3.47422732620659e+000°)
1.86637969083464e+003	(-6.92076852235570e+001dB,-3.48240605527466e+000°)
1.87068214036577e+003	(-6.91261169755019e+001dB,-3.49060596424832e+000°)
1.87499450806739e+003	(-6.90445413540481e+001dB,-3.49882711614722e+000°)
1.87931681680324e+003	(-6.89629583238656e+001dB,-3.50706957425349e+000°)
1.88364908948977e+003	(-6.88813678494501e+001dB,-3.51533340210056e+000°)
1.88799134909627e+003	(-6.87997698951212e+001dB,-3.52361866349081e+000°)
1.89234361864495e+003	(-6.87181644250210e+001dB,-3.53192542247615e+000°)
1.89670592121112e+003	(-6.86365514031127e+001dB,-3.54025374338174e+000°)
1.90107827992327e+003	(-6.85549307931833e+001dB,-3.54860369078905e+000°)
1.90546071796322e+003	(-6.84733025588361e+001dB,-3.55697532954496e+000°)
1.90985325856621e+003	(-6.83916666634963e+001dB,-3.56536872477140e+000°)
1.91425592502106e+003	(-6.83100230704057e+001dB,-3.57378394185069e+000°)
1.91866874067026e+003	(-6.82283717426245e+001dB,-3.58222104643893e+000°)
1.92309172891013e+003	(-6.81467126430281e+001dB,-3.59068010446275e+000°)
1.92752491319091e+003	(-6.80650457343074e+001dB,-3.59916118212242e+000°)
1.93196831701689e+003	(-6.79833709789683e+001dB,-3.60766434588895e+000°)
1.93642196394658e+003	(-6.79016883393278e+001dB,-3.61618966251427e+000°)
1.94088587759275e+003	(-6.78199977775181e+001dB,-3.62473719903121e+000°)
1.94536008162263e+003	(-6.77382992554812e+001dB,-3.63330702274164e+000°)
1.94984459975802e+003	(-6.76565927349682e+001dB,-3.64189920123644e+000°)
1.95433945577536e+003	(-6.75748781775408e+001dB,-3.65051380238684e+000°)
1.95884467350596e+003	(-6.74931555445692e+001dB,-3.65915089434623e+000°)
1.96336027683602e+003	(-6.74114247972297e+001dB,-3.66781054555983e+000°)
1.96788628970681e+003	(-6.73296858965054e+001dB,-3.67649282475110e+000°)
1.97242273611482e+003	(-6.72479388031849e+001dB,-3.68519780094219e+000°)
1.97696964011183e+003	(-6.71661834778600e+001dB,-3.69392554344085e+000°)
1.98152702580507e+003	(-6.70844198809259e+001dB,-3.70267612184498e+000°)
1.98609491735734e+003	(-6.70026479725797e+001dB,-3.71144960605414e+000°)
1.99067333898715e+003	(-6.69208677128201e+001dB,-3.72024606625569e+000°)
1.99526231496885e+003	(-6.68390790614445e+001dB,-3.72906557294147e+000°)
1.99986186963271e+003	(-6.67572819780495e+001dB,-3.73790819689806e+000°)
2.00447202736513e+003	(-6.66754764220304e+001dB,-3.74677400921733e+000°)
2.00909281260870e+003	(-6.65936623525770e+001dB,-3.75566308128591e+000°)
2.01372424986236e+003	(-6.65118397286771e+001dB,-3.76457548480422e+000°)
2.01836636368153e+003	(-6.64300085091105e+001dB,-3.77351129177598e+000°)
2.02301917867824e+003	(-6.63481686524529e+001dB,-3.78247057451171e+000°)
2.02768271952125e+003	(-6.62663201170684e+001dB,-3.79145340563053e+000°)
2.03235701093619e+003	(-6.61844628611172e+001dB,-3.80045985807019e+000°)
2.03704207770568e+003	(-6.61025968425451e+001dB,-3.80949000507355e+000°)
2.04173794466950e+003	(-6.60207220190881e+001dB,-3.81854392020560e+000°)
2.04644463672464e+003	(-6.59388383482708e+001dB,-3.82762167734488e+000°)
2.05116217882553e+003	(-6.58569457874041e+001dB,-3.83672335069210e+000°)
2.05589059598411e+003	(-6.57750442935828e+001dB,-3.84584901476609e+000°)
2.06062991326997e+003	(-6.56931338236874e+001dB,-3.85499874440962e+000°)
2.06538015581049e+003	(-6.56112143343801e+001dB,-3.86417261479435e+000°)
2.07014134879101e+003	(-6.55292857821068e+001dB,-3.87337070141411e+000°)
2.07491351745487e+003	(-6.54473481230929e+001dB,-3.88259308009268e+000°)
2.07969668710366e+003	(-6.53654013133426e+001dB,-3.89183982698572e+000°)
2.08449088309725e+003	(-6.52834453086401e+001dB,-3.90111101858277e+000°)
2.08929613085400e+003	(-6.52014800645448e+001dB,-3.91040673170522e+000°)
2.09411245585086e+003	(-6.51195055363941e+001dB,-3.91972704351192e+000°)
2.09893988362349e+003	(-6.50375216792979e+001dB,-3.92907203150560e+000°)
2.10377843976644e+003	(-6.49555284481413e+001dB,-3.93844177352111e+000°)
2.10862814993325e+003	(-6.48735257975797e+001dB,-3.94783634774423e+000°)
2.11348903983661e+003	(-6.47915136820413e+001dB,-3.95725583270271e+000°)
2.11836113524846e+003	(-6.47094920557228e+001dB,-3.96670030727121e+000°)
2.12324446200018e+003	(-6.46274608725901e+001dB,-3.97616985067238e+000°)
2.12813904598267e+003	(-6.45454200863758e+001dB,-3.98566454248548e+000°)
2.13304491314654e+003	(-6.44633696505782e+001dB,-3.99518446263393e+000°)
2.13796208950219e+003	(-6.43813095184609e+001dB,-4.00472969140906e+000°)
2.14289060112002e+003	(-6.42992396430497e+001dB,-4.01430030944747e+000°)
2.14783047413050e+003	(-6.42171599771344e+001dB,-4.02389639775615e+000°)
2.15278173472433e+003	(-6.41350704732633e+001dB,-4.03351803769840e+000°)
2.15774440915263e+003	(-6.40529710837450e+001dB,-4.04316531100358e+000°)
2.16271852372698e+003	(-6.39708617606470e+001dB,-4.05283829976723e+000°)
2.16770410481966e+003	(-6.38887424557915e+001dB,-4.06253708645562e+000°)
2.17270117886370e+003	(-6.38066131207590e+001dB,-4.07226175390320e+000°)
2.17770977235312e+003	(-6.37244737068817e+001dB,-4.08201238532113e+000°)
2.18272991184296e+003	(-6.36423241652455e+001dB,-4.09178906429428e+000°)
2.18776162394951e+003	(-6.35601644466874e+001dB,-4.10159187478534e+000°)
2.19280493535041e+003	(-6.34779945017940e+001dB,-4.11142090114044e+000°)
2.19785987278478e+003	(-6.33958142809017e+001dB,-4.12127622808600e+000°)
2.20292646305342e+003	(-6.33136237340938e+001dB,-4.13115794073407e+000°)
2.20800473301886e+003	(-6.32314228111977e+001dB,-4.14106612458218e+000°)
2.21309470960560e+003	(-6.31492114617873e+001dB,-4.15100086552386e+000°)
2.21819641980018e+003	(-6.30669896351779e+001dB,-4.16096224983600e+000°)
2.22330989065136e+003	(-6.29847572804288e+001dB,-4.17095036420181e+000°)
2.22843514927026e+003	(-6.29025143463358e+001dB,-4.18096529569098e+000°)
